"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-04",,,"0.00","0.0","0.0","56","36","46",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-05",,,"0.00","0.0","0.0","73","41","48",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-06",,,"0.00","0.0","0.0","73","48","57",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-07",,,"0.00","0.0","0.0","78","50","57",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-08",,,"0.00","0.0","0.0","81","53","56",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-09",,,"0.56","0.0","0.0","73","52","54",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-10",,,"0.01","0.0","0.0","61","53","55",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-11",,,"0.22","0.0","0.0","74","55","64",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-12",,,"0.00","0.0","0.0","80","54","54",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-13",,,"0.04","0.0","0.0","60","49","52",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-14",,,"0.00","0.0","0.0","68","49","55",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-15",,,"0.36","0.0","0.0","63","55","58",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-16",,,"0.00","0.0","0.0","66","43","48",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-17",,,"0.00","0.0","0.0","59","40","49",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-18",,,"0.00","0.0","0.0","60","43","50",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-19",,,"0.00","0.0","0.0","67","49","52",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-20",,,"0.02","0.0","0.0","64","47","53",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-21",,,"0.00","0.0","0.0","77","53","58",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-22",,,"0.00","0.0","0.0","67","33","42",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-23",,,"0.00","0.0","0.0","52","37","46",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-24",,,"0.00","0.0","0.0","64","39","44",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-25",,,"0.87","0.0","0.0","66","44","51",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-26",,,"0.00","0.0","0.0","67","45","49",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-27",,,"0.00","0.0","0.0","69","45","57",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-28",,,"0.00","0.0","0.0","86","57","68",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-29",,,"0.00","0.0","0.0","88","68","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-04-30",,,"0.02","0.0","0.0","86","62","62",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-01",,,,"0.0","0.0",,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-02",,,"0.00","0.0","0.0",,,"59",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-03",,,"0.02","0.0","0.0","85","59","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-04",,,"0.09","0.0","0.0","75","66","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-05",,,"0.20","0.0","0.0","85","64","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-06",,,"0.06","0.0","0.0","78","49","53",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-07",,,"0.00","0.0","0.0","66","45","46",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-08",,,"0.14","0.0","0.0","66","42","47",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-09",,,"0.01","0.0","0.0","61","43","52",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-10",,,"0.00","0.0","0.0","71","52","57",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-11",,,"0.00","0.0","0.0","67","48","58",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-12",,,"0.00","0.0","0.0","68","48","51",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-13",,,,"0.0","0.0",,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-14",,,"0.00","0.0","0.0",,,"55",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-15",,,"0.00","0.0","0.0","74","45","63",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-16",,,"0.00","0.0","0.0","79","47","55",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-17",,,"0.00","0.0","0.0","73","50","62",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-18",,,"0.00","0.0","0.0","74","50","62",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-19",,,"0.00","0.0","0.0","81","57","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-20",,,"0.00","0.0","0.0","87","59","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-21",,,"0.00","0.0","0.0","92","54","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-22",,,"0.00","0.0","0.0","86","61","70",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-23",,,"0.00","0.0","0.0","91","69","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-24",,,"0.10","0.0","0.0","93","64","64",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-25",,,"0.38","0.0","0.0","68","58","61",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-26",,,"0.00","0.0","0.0","80","61","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-27",,,"0.78","0.0","0.0","93","66","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-28",,,"0.00","0.0","0.0","86","66","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-29",,,"1.40","0.0","0.0","76","53","53",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-30",,,"0.55","0.0","0.0","55","51","52",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-05-31",,,"0.02","0.0","0.0","60","51","57",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-01",,,"0.00","0.0","0.0","76","54","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-02",,,"0.00","0.0","0.0","80","62","65",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-03",,,"0.08","0.0","0.0","83","65","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-04",,,"0.07","0.0","0.0","85","69","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-05",,,"0.02","0.0","0.0","86","66","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-06",,,"0.00","0.0","0.0","93","70","83",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-07",,,"0.00","0.0","0.0","94","74","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-08",,,"0.00","0.0","0.0","92","76","78",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-09",,,"0.00","0.0","0.0","91","73","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-10",,,"0.00","0.0","0.0","88","72","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-11",,,"0.45","0.0","0.0","89","67","69",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-12",,,"1.09","0.0","0.0","71","66","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-13",,,"0.00","0.0","0.0","79","65","70",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-14",,,"0.01","0.0","0.0","83","65","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-15",,,"2.09","0.0","0.0","90","65","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-16",,,"0.00","0.0","0.0","81","65","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-17",,,"0.00","0.0","0.0","81","58","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-18",,,"0.00","0.0","0.0","86","56","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-19",,,"0.00","0.0","0.0","86","70","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-20",,,"0.07","0.0","0.0","87","70","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-21",,,"0.00","0.0","0.0","92","75","78",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-22",,,"0.02","0.0","0.0","93","71","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-23",,,"0.35","0.0","0.0","74","52","64",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-24",,,"0.00","0.0","0.0","80","55","59",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-25",,,"0.00","0.0","0.0","80","57","65",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-26",,,"0.12","0.0","0.0","83","65","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-27",,,"0.00","0.0","0.0","88","73","79",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-28",,,"0.00","0.0","0.0","92","73","78",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-29",,,"0.00","0.0","0.0","94","75","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-06-30",,,"0.00","0.0","0.0","95","76","80",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-01",,,"0.29","0.0","0.0","98","72","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-02",,,"2.07","0.0","0.0","92","71","74",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-03",,,"0.01","0.0","0.0","82","63","69",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-04",,,"0.08","0.0","0.0","81","61","70",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-05",,,"0.00","0.0","0.0","86","66","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-06",,,"0.00","0.0","0.0","90","66","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-07",,,"0.00","0.0","0.0","94","75","80",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-08",,,"0.00","0.0","0.0","97","78","79",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-09",,,"0.23","0.0","0.0","88","71","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-10",,,"1.50","0.0","0.0","92","67","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-11",,,"0.00","0.0","0.0","85","73","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-12",,,"0.00","0.0","0.0","92","77","79",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-13",,,"0.00","0.0","0.0","93","78","81",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-14",,,"0.00","0.0","0.0","94","77","80",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-15",,,"0.00","0.0","0.0","92","72","74",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-16",,,"0.00","0.0","0.0","94","74","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-17",,,"0.00","0.0","0.0","95","75","81",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-18",,,"0.00","0.0","0.0","96","73","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-19",,,"0.00","0.0","0.0","81","70","80",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-20",,,"0.00","0.0","0.0","91","70","82",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-21",,,"0.00","0.0","0.0","93","74","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-22",,,"0.04","0.0","0.0","91","66","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-23",,,"0.00","0.0","0.0","85","65","69",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-24",,,"0.00","0.0","0.0","88","64","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-25",,,"0.01","0.0","0.0","89","73","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-26",,,"0.00","0.0","0.0","92","73","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-27",,,"0.94","0.0","0.0","96","71","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-28",,,"0.00","0.0","0.0","94","70","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-29",,,"0.15","0.0","0.0","92","72","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-30",,,"0.01","0.0","0.0","88","74","80",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-07-31",,,"0.00","0.0","0.0","91","66","68",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-01",,,"0.24","0.0","0.0","82","68","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-02",,,"0.14","0.0","0.0","82","64","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-03",,,"0.00","0.0","0.0","83","64","67",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-04",,,"0.00","0.0","0.0","83","65","68",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-05",,,"0.00","0.0","0.0","84","61","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-06",,,"0.00","0.0","0.0","90","66","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-07",,,"0.00","0.0","0.0","91","67","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-08",,,"0.14","0.0","0.0","79","66","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-09",,,"0.00","0.0","0.0","93","71","74",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-10",,,"0.30","0.0","0.0","93","72","78",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-11",,,"0.64","0.0","0.0","96","71","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-12",,,"0.02","0.0","0.0","97","72","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-13",,,"0.00","0.0","0.0","98","76","79",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-14",,,"0.12","0.0","0.0","99","73","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-15",,,"0.93","0.0","0.0","94","70","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-16",,,"0.02","0.0","0.0","85","71","74",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-17",,,"0.82","0.0","0.0","85","72","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-18",,,"0.05","0.0","0.0","89","75","79",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-19",,,"0.45","0.0","0.0","88","75","80",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-20",,,"0.48","0.0","0.0","92","73","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-21",,,"1.96","0.0","0.0","85","71","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-22",,,"0.00","0.0","0.0","89","72","76",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-23",,,"0.00","0.0","0.0","84","72","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-24",,,"0.16","0.0","0.0","93","73","74",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-25",,,"0.00","0.0","0.0","95","72","79",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-26",,,"0.00","0.0","0.0","96","74","78",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-27",,,"0.17","0.0","0.0","95","73","78",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-28",,,"0.12","0.0","0.0","94","74","78",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-29",,,"0.00","0.0","0.0","92","72","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-30",,,"0.00","0.0","0.0","85","73","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-08-31",,,"0.00","0.0","0.0","93","72","77",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-01",,,"0.06","0.0","0.0","87","72","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-02",,,"0.89","0.0","0.0","84","62","64",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-03",,,"0.00","0.0","0.0","79","61","64",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-04",,,"0.00","0.0","0.0","78","60","63",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-06",,,"0.08","0.0","0.0",,,"71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-07",,,"0.00","0.0","0.0","90","61","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-08",,,"0.00","0.0","0.0",,"67","70",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-09",,,"0.35","0.0","0.0",,"66","70",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-10",,,"0.00","0.0","0.0","85","60","65",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-11",,,"0.00","0.0","0.0","83","55","57",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-12",,,"0.00","0.0","0.0","86","56","69",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-13",,,"0.00","0.0","0.0","92","67","75",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-14",,,"0.00","0.0","0.0",,"67","73",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-15",,,"0.00","0.0","0.0",,"69","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-16",,,"0.00","0.0","0.0",,"69","74",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-17",,,"0.40","0.0","0.0",,"70","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-18",,,"0.10","0.0","0.0","87","64","71",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-19",,,"0.00","0.0","0.0",,"66","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-20",,,"0.00","0.0","0.0",,"57","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-21",,,"0.00","0.0","0.0",,"61","69",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-22",,,"0.00","0.0","0.0",,"67","74",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-23",,,"1.47","0.0","0.0","86","60","63",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-24",,,"0.01","0.0","0.0","80","48","55",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-25",,,"0.00","0.0","0.0","80","52","70",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-26",,,"0.00","0.0","0.0",,"53","66",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-27",,,"0.00","0.0","0.0","80","51","55",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-28",,,"0.00","0.0","0.0","85","54","72",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-29",,,"0.00","0.0","0.0","80","60","60",
"USC00186350","NATIONAL ARBORETUM DC, MD US","2021-09-30",,,"0.00","0.0","0.0","74","51","62",
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-01",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-03","    2","1.15",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-04",,,"0.05",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-05",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-06",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-08",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-10","    2","0.00",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-11",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-12",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-13",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-14",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-15",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-17","    2","0.20",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-18",,,"0.01",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-19",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-20",,,"0.01",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-21",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-22",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-25","    3","0.00",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-27","    2","0.29",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-28",,,"0.02",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-01-31",,,"0.12",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-01",,,"0.30",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-02",,,"0.14","1.9",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-03",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-04",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-05",,,"0.05",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-06",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-07",,,"0.34",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-08",,,"0.11",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-09",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-10",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-11",,,"0.44",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-12",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-15","    3","0.46",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-16",,,"0.96",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-17",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-18",,,"0.08",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-19",,,"0.19",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-22",,,"0.01",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-23",,,"0.44",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-24",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-26",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-02-28","    2","0.42",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-01",,,"1.07",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-02",,,"0.05",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-03",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-04",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-05",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-06",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-07",,,"0.00",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-08",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-09",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-10",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-11",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-12",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-13",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-15",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-16",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-17",,,"0.01",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-18",,,"0.21",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-19",,,"0.32",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-21","    2","0.00",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-22",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-23",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-24",,,"0.16",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-25",,,"1.04",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-26",,,"0.01",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-28","    2","0.37",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-29",,,"0.27",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-30",,,"0.01",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-03-31",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-04-01",,,"0.98",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-04-02",,,"0.01",,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-04-04","    2","0.00",,,,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-04-05",,,"0.00","0.0",,,,,
"US1DCDC0031","WASHINGTON 3.1 NNE, DC US","2021-04-06",,,"0.00","0.0",,,,,
